age,education,housing,loan,duration,empratevar,consconfid,y
33,4,0,0,200,-0.1,-42,0
35,1,1,1,47,-0.1,-42,0
38,3,1,0,388,-0.1,-42,0
36,4,0,0,498,-0.1,-42,0
34,2,1,0,149,-0.1,-42,0
37,4,1,0,171,-0.1,-42,0
34,2,0,1,561,-0.1,-42,1
33,1,0,0,636,-0.1,-42,0
37,1,1,0,357,-0.1,-42,0
39,2,0,0,138,-0.1,-42,0
36,4,1,1,118,-0.1,-42,0
36,4,0,0,149,-0.1,-42,0
43,2,0,0,1011,-0.1,-42,1
29,2,1,0,402,-0.1,-42,0
36,4,0,0,154,-0.1,-42,0
56,4,1,0,68,-0.1,-42,0
46,1,0,0,66,-0.1,-42,0
38,3,1,1,87,-0.1,-42,0
45,2,0,0,289,-0.1,-42,0
35,2,1,0,661,-0.1,-42,0
36,4,1,0,95,-0.1,-42,0
35,4,0,0,270,-0.1,-42,0
36,4,1,0,142,-0.1,-42,0
32,2,1,0,74,-0.1,-42,0
44,4,0,0,60,-0.1,-42,0
47,4,0,0,258,-0.1,-42,0
32,2,0,1,222,-0.1,-42,0
44,4,1,0,132,-0.1,-42,0
34,3,1,0,103,-0.1,-42,0
46,2,1,1,122,-0.1,-42,0
51,4,1,0,93,-0.1,-42,0
31,4,1,0,133,-0.1,-42,0
36,2,1,0,40,-0.1,-42,0
34,2,0,0,292,-0.1,-42,0
35,4,1,0,654,-0.1,-42,1
41,4,1,0,58,-0.1,-42,0
30,1,1,0,63,-0.1,-42,0
31,4,1,0,424,-0.1,-42,1
54,1,0,0,198,-0.1,-42,0
55,4,1,1,63,-0.1,-42,0
35,3,1,1,51,-0.1,-42,0
36,4,1,0,911,-0.1,-42,1
41,4,0,0,392,-0.1,-42,0
38,1,1,1,122,-0.1,-42,0
36,4,1,0,998,-0.1,-42,1
32,4,1,0,405,-0.1,-42,0
38,2,1,1,291,-0.1,-42,0
53,1,0,0,137,-0.1,-42,0
45,2,1,0,90,-0.1,-42,0
39,1,0,0,46,-0.1,-42,0
32,2,0,0,77,-0.1,-42,0
29,4,0,0,802,-0.1,-42,1
40,1,1,0,1057,-0.1,-42,1
36,4,0,0,64,-0.1,-42,0
51,4,0,0,87,-0.1,-42,0
31,4,1,0,196,-0.1,-42,0
32,1,0,0,161,-0.1,-42,0
34,4,1,0,96,-0.1,-42,0
56,1,0,0,75,-0.1,-42,0
35,1,0,0,60,-0.1,-42,0
35,1,1,0,69,-0.1,-42,0
33,1,1,0,41,-0.1,-42,0
34,1,1,0,98,-0.1,-42,0
40,3,1,0,162,-0.1,-42,0
58,1,1,0,341,-0.1,-42,0
30,3,0,0,332,-0.1,-42,0
34,4,0,0,126,-0.1,-42,0
49,4,0,1,187,-0.1,-42,0
40,4,0,0,281,-0.1,-42,0
44,2,0,0,37,-0.1,-42,0
32,4,0,0,138,-0.1,-42,0
48,1,0,0,141,-0.1,-42,0
32,4,1,0,135,-0.1,-42,0
31,4,1,0,274,-0.1,-42,0
47,1,0,0,169,-0.1,-42,0
53,1,1,0,205,-0.1,-42,0
36,1,0,0,83,-0.1,-42,0
30,2,0,0,113,-0.1,-42,0
30,2,1,0,114,-0.1,-42,0
32,2,1,0,60,-0.1,-42,0
29,1,0,0,161,-0.1,-42,0
29,1,1,0,128,-0.1,-42,0
36,2,0,0,187,-0.1,-42,0
52,4,0,0,134,-0.1,-42,0
34,1,1,1,182,-0.1,-42,0
44,4,1,0,87,-0.1,-42,0
46,0,1,0,248,-0.1,-42,0
51,4,1,0,133,-0.1,-42,0
52,0,1,0,149,-0.1,-42,0
36,4,1,0,152,-0.1,-42,0
29,2,0,0,133,-0.1,-42,0
31,1,1,1,131,-0.1,-42,0
44,3,0,0,68,-0.1,-42,0
52,4,1,0,50,-0.1,-42,0
32,0,1,1,265,-0.1,-42,0
36,4,1,0,565,-0.1,-42,0
35,4,1,0,405,-0.1,-42,0
39,3,1,0,134,-0.1,-42,0
50,1,0,0,968,-0.1,-42,0
31,2,1,0,82,-0.1,-42,0
46,1,1,0,416,-0.1,-42,0
31,1,1,0,17,-0.1,-42,0
52,1,1,0,208,-0.1,-42,0
48,3,0,0,201,-0.1,-42,0
34,3,1,0,374,-0.1,-42,0
58,4,1,0,581,-0.1,-42,0
48,2,1,0,105,-0.1,-42,0
55,1,0,0,1548,-0.1,-42,0
54,4,1,0,150,-0.1,-42,0
52,2,1,0,210,-0.1,-42,0
42,4,0,0,131,-0.1,-42,0
43,4,0,0,97,-0.1,-42,0
30,2,1,0,124,-0.1,-42,0
30,4,1,0,742,-0.1,-42,0
42,4,1,0,151,-0.1,-42,0
31,2,1,0,360,-0.1,-42,0
31,1,0,0,96,-0.1,-42,0
31,1,1,1,117,-0.1,-42,0
38,1,1,1,70,-0.1,-42,0
47,1,0,0,57,-0.1,-42,0
52,3,1,0,85,-0.1,-42,0
30,4,1,1,89,-0.1,-42,0
47,1,1,0,117,-0.1,-42,0
33,2,1,1,69,-0.1,-42,0
35,4,1,0,414,-0.1,-42,0
33,2,1,0,323,-0.1,-42,0
47,4,1,0,168,-0.1,-42,0
38,3,1,0,111,-0.1,-42,0
38,3,1,0,227,-0.1,-42,0
30,4,0,0,72,-0.1,-42,0
32,2,1,1,76,-0.1,-42,0
38,1,1,0,448,-0.1,-42,0
47,1,0,0,755,-0.1,-42,0
39,4,1,0,514,-0.1,-42,0
30,3,1,0,482,-0.1,-42,0
33,2,0,0,50,-0.1,-42,0
30,2,0,0,101,-0.1,-42,0
35,2,0,0,77,-0.1,-42,0
29,1,0,0,85,-0.1,-42,0
36,4,1,0,638,-0.1,-42,0
40,1,0,0,59,-0.1,-42,0
31,4,1,0,779,-0.1,-42,0
40,1,0,0,198,-0.1,-42,0
31,2,0,0,190,-0.1,-42,0
34,4,0,0,363,-0.1,-42,0
34,2,0,0,155,-0.1,-42,0
45,1,1,1,130,-0.1,-42,0
30,4,1,0,19,-0.1,-42,0
40,1,0,0,319,-0.1,-42,0
44,2,1,0,116,-0.1,-42,0
40,3,1,0,1283,-0.1,-42,0
35,4,1,1,293,-0.1,-42,0
30,3,1,0,622,-0.1,-42,1
32,1,1,0,62,-0.1,-42,0
30,2,0,0,148,-0.1,-42,0
32,1,1,0,111,-0.1,-42,0
52,4,0,0,172,-0.1,-42,0
32,3,1,0,186,-0.1,-42,0
38,1,1,0,164,-0.1,-42,0
35,1,0,0,220,-0.1,-42,0
38,1,0,0,296,-0.1,-42,0
40,4,0,0,267,-0.1,-42,0
36,3,1,0,231,-0.1,-42,0
29,2,1,0,178,-0.1,-42,0
32,1,1,0,547,-0.1,-42,0
35,3,0,0,161,-0.1,-42,0
30,2,0,0,59,-0.1,-42,0
51,2,1,0,121,-0.1,-42,0
35,3,0,0,477,-0.1,-42,0
45,1,1,0,384,-0.1,-42,0
44,2,1,0,149,-0.1,-42,0
39,4,1,0,59,-0.1,-42,0
31,1,0,1,125,-0.1,-42,0
31,2,1,0,522,-0.1,-42,1
31,2,0,0,201,-0.1,-42,0
31,2,0,0,230,-0.1,-42,0
39,3,1,0,180,-0.1,-42,0
35,3,0,1,98,-0.1,-42,0
34,1,0,0,73,-0.1,-42,0
45,4,0,1,391,-0.1,-42,0
30,2,0,0,131,-0.1,-42,0
34,4,1,0,174,-0.1,-42,0
34,4,1,1,147,-0.1,-42,0
30,1,1,0,126,-0.1,-42,0
32,2,0,0,265,-0.1,-42,0
55,2,0,0,67,-0.1,-42,0
50,2,0,0,136,-0.1,-42,0
33,1,0,0,174,-0.1,-42,0
47,2,0,0,101,-0.1,-42,0
35,1,1,0,299,-0.1,-42,0
32,4,1,0,392,-0.1,-42,0
31,2,1,0,780,-0.1,-42,0
54,4,1,0,159,-0.1,-42,0
40,4,1,0,562,-0.1,-42,0
34,1,0,0,127,-0.1,-42,0
33,4,1,0,418,-0.1,-42,0
37,4,1,0,259,-0.1,-42,0
37,4,0,0,295,-0.1,-42,0
33,4,1,1,138,-0.1,-42,0
31,4,1,0,124,-0.1,-42,0
39,4,0,0,146,-0.1,-42,0
31,2,0,0,145,-0.1,-42,0
43,4,1,0,57,-0.1,-42,0
29,1,0,0,69,-0.1,-42,0
42,2,1,0,166,-0.1,-42,0
49,1,1,0,82,-0.1,-42,0
49,1,0,0,277,-0.1,-42,0
38,3,0,0,194,-0.1,-42,0
29,4,0,0,138,-0.1,-42,0
43,4,0,0,1502,-0.1,-42,1
34,2,1,0,175,-0.1,-42,0
29,4,0,0,117,-0.1,-42,0
38,3,0,0,1049,-0.1,-42,1
48,1,0,0,134,-0.1,-42,0
29,2,0,0,117,-0.1,-42,0
46,1,1,0,187,-0.1,-42,0
29,3,1,0,107,-0.1,-42,0
36,4,1,0,40,-0.1,-42,0
36,4,1,0,161,-0.1,-42,0
38,1,1,0,71,-0.1,-42,0
49,1,1,0,772,-0.1,-42,0
48,4,0,0,128,-0.1,-42,0
30,2,1,0,195,-0.1,-42,0
38,1,0,0,353,-0.1,-42,0
33,1,1,0,25,-0.1,-42,0
30,1,1,0,175,-0.1,-42,0
49,1,0,0,55,-0.1,-42,0
53,4,1,0,137,-0.1,-42,0
35,4,1,0,631,-0.1,-42,1
56,4,0,0,98,-0.1,-42,0
47,1,0,1,208,-0.1,-42,0
40,2,1,0,131,-0.1,-42,0
39,2,0,0,47,-0.1,-42,0
37,4,0,0,140,-0.1,-42,0
56,4,1,0,286,-0.1,-42,0
31,4,0,0,690,-0.1,-42,0
44,2,1,0,102,-0.1,-42,0
47,4,1,0,93,-0.1,-42,0
42,3,1,1,120,-0.1,-42,0
40,2,1,0,570,-0.1,-42,0
31,4,1,0,456,-0.1,-42,0
32,4,0,1,49,-0.1,-42,0
41,4,1,0,54,-0.1,-42,0
37,4,1,1,160,-0.1,-42,0
41,4,1,1,385,-0.1,-42,0
37,4,1,0,250,-0.1,-42,0
30,2,1,0,164,-0.1,-42,0
32,4,0,1,234,-0.1,-42,0
30,1,1,1,177,-0.1,-42,0
44,4,1,0,50,-0.1,-42,0
39,4,1,1,457,-0.1,-42,0
37,4,0,0,623,-0.1,-42,1
42,1,1,1,20,-0.1,-42,0
30,2,0,0,1206,-0.1,-42,0
53,0,1,0,21,-0.1,-42,0
38,1,0,0,559,-0.1,-42,0
31,1,0,0,205,-0.1,-42,0
38,1,0,0,1065,-0.1,-42,0
43,1,1,0,401,-0.1,-42,0
48,4,1,0,50,-0.1,-42,0
55,1,0,1,113,-0.1,-42,0
35,4,1,1,1028,-0.1,-42,1
34,4,1,0,213,-0.1,-42,0
42,4,1,0,340,-0.1,-42,0
33,1,0,0,90,-0.1,-42,0
31,2,1,0,286,-0.1,-42,0
43,4,1,0,342,-0.1,-42,0
58,4,1,0,394,-0.1,-42,0
53,1,1,0,63,-0.1,-42,0
39,1,0,0,73,-0.1,-42,0
36,4,1,0,214,-0.1,-42,0
38,1,0,0,76,-0.1,-42,0
36,4,0,0,337,-0.1,-42,1
30,1,0,0,88,-0.1,-42,0
29,2,1,0,96,-0.1,-42,0
39,4,1,0,171,-0.1,-42,0
39,1,0,1,418,-0.1,-42,0
32,4,1,1,434,-0.1,-42,0
34,4,1,0,54,-0.1,-42,0
47,2,1,0,86,-0.1,-42,0
56,1,1,0,1265,-0.1,-42,1
56,4,1,1,104,-0.1,-42,0
37,2,1,0,485,-0.1,-42,1
31,2,1,0,251,-0.1,-42,0
38,1,1,0,328,-0.1,-42,0
40,4,0,0,108,-0.1,-42,0
47,1,1,0,88,-0.1,-42,0
31,3,0,0,220,-0.1,-42,0
31,4,1,0,118,-0.1,-42,0
38,1,0,0,520,-0.1,-42,0
49,4,0,0,139,-0.1,-42,0
56,4,1,0,501,-0.1,-42,0
31,4,1,1,408,-0.1,-42,0
39,1,0,0,292,-0.1,-42,0
46,4,1,0,95,-0.1,-42,0
46,1,1,0,77,-0.1,-42,0
35,1,1,1,62,-0.1,-42,0
51,1,1,0,359,-0.1,-42,0
39,1,1,0,640,-0.1,-42,0
35,1,0,0,178,-0.1,-42,0
35,1,1,0,112,-0.1,-42,0
57,4,1,0,589,-0.1,-42,1
35,1,0,0,433,-0.1,-42,0
38,1,1,0,122,-0.1,-42,0
34,1,0,0,254,-0.1,-42,0
50,4,1,0,236,-0.1,-42,0
35,4,1,0,60,-0.1,-42,0
42,3,1,0,216,-0.1,-42,0
32,4,1,0,70,-0.1,-42,0
32,4,0,1,541,-0.1,-42,0
32,4,1,0,199,-0.1,-42,0
34,1,0,0,191,-0.1,-42,0
34,1,1,1,300,-0.1,-42,0
54,1,0,0,362,-0.1,-42,0
48,2,0,0,1061,-0.1,-42,1
33,4,1,1,208,-0.1,-42,0
35,4,1,1,377,-0.1,-42,0
29,3,0,0,54,-0.1,-42,0
34,4,1,0,157,-0.1,-42,0
49,2,1,0,47,-0.1,-42,0
53,1,0,0,625,-0.1,-42,0
31,2,1,0,88,-0.1,-42,0
51,4,1,0,120,-0.1,-42,0
34,2,0,0,89,-0.1,-42,0
35,3,0,0,616,-0.1,-42,0
35,4,0,0,56,-0.1,-42,0
42,4,0,0,238,-0.1,-42,0
31,2,1,1,112,-0.1,-42,0
43,4,0,0,748,-0.1,-42,0
37,4,0,0,184,-0.1,-42,0
37,4,0,0,202,-0.1,-42,0
35,4,1,0,273,-0.1,-42,0
38,4,1,0,223,-0.1,-42,0
43,4,0,0,382,-0.1,-42,0
32,4,1,0,278,-0.1,-42,0
42,1,0,0,294,-0.1,-42,0
52,4,1,0,783,-0.1,-42,1
31,1,1,0,1662,-0.1,-42,0
38,4,0,0,79,-0.1,-42,0
36,4,1,0,115,-0.1,-42,0
33,4,1,0,101,-0.1,-42,0
55,3,1,0,223,-0.1,-42,0
42,4,1,0,126,-0.1,-42,0
43,4,0,1,73,-0.1,-42,0
32,4,0,0,163,-0.1,-42,0
36,1,0,0,299,-0.1,-42,0
30,3,1,0,107,-0.1,-42,0
45,4,1,0,70,-0.1,-42,0
41,1,0,0,258,-0.1,-42,0
36,4,0,0,1120,-0.1,-42,1
46,1,1,0,223,-0.1,-42,0
35,4,1,1,184,-0.1,-42,0
33,4,0,0,523,-0.1,-42,0
31,2,1,0,77,-0.1,-42,0
54,1,1,0,252,-0.1,-42,0
40,1,0,0,104,-0.1,-42,0
38,3,1,0,433,-0.1,-42,0
51,2,0,0,178,-0.1,-42,0
34,2,0,0,174,-0.1,-42,0
46,1,1,0,354,-0.1,-42,0
40,2,0,0,231,-0.1,-42,0
30,3,0,0,757,-0.1,-42,1
35,4,1,0,130,-0.1,-42,0
46,4,1,0,111,-0.1,-42,0
52,2,1,0,130,-0.1,-42,0
31,1,0,0,374,-0.1,-42,0
53,1,1,0,95,-0.1,-42,0
56,1,0,1,680,-0.1,-42,1
46,2,1,0,191,-0.1,-42,0
30,2,1,0,193,-0.1,-42,0
53,3,1,0,1468,-0.1,-42,1
39,1,0,1,188,-0.1,-42,0
45,4,0,0,221,-0.1,-42,0
36,4,0,0,59,-0.1,-42,0
33,2,1,1,314,-0.1,-42,0
30,2,1,0,246,-0.1,-42,0
31,2,1,0,154,-0.1,-42,0
45,1,1,0,432,-0.1,-42,0
37,2,1,1,584,-0.1,-42,0
42,1,1,0,140,-0.1,-42,0
36,2,0,1,709,-0.1,-42,1
44,2,0,0,635,-0.1,-42,0
48,2,1,0,449,-0.1,-42,0
55,4,0,0,108,-0.1,-42,0
40,2,0,0,53,-0.1,-42,0
34,4,0,0,151,-0.1,-42,0
56,4,0,0,287,-0.1,-42,0
56,4,0,0,266,-0.1,-42,0
41,4,0,0,105,-0.1,-42,0
36,2,1,0,225,-0.1,-42,0
32,1,1,0,154,-0.1,-42,0
40,1,0,0,172,-0.1,-42,0
50,1,0,0,221,-0.1,-42,0
43,4,1,0,209,-0.1,-42,0
36,2,0,0,356,-0.1,-42,0
49,1,1,1,259,-0.1,-42,0
33,4,0,0,91,-0.1,-42,0
38,2,1,1,729,-0.1,-42,0
32,2,0,0,744,-0.1,-42,0
39,2,1,0,222,-0.1,-42,0
29,4,0,0,406,-0.1,-42,0
33,2,1,0,307,-0.1,-42,0
48,1,1,0,1337,-0.1,-42,0
35,1,1,0,178,-0.1,-42,0
53,0,0,0,304,-0.1,-42,0
32,4,0,0,1307,-0.1,-42,0
50,2,0,0,93,-0.1,-42,0
49,1,0,0,225,-0.1,-42,0
35,2,0,0,515,-0.1,-42,0
44,1,0,0,312,-0.1,-42,0
40,2,1,1,243,-0.1,-42,0
39,4,0,0,117,-0.1,-42,0
46,2,1,0,207,-0.1,-42,0
44,4,0,1,67,-0.1,-42,0
33,2,0,0,581,-0.1,-42,0
44,4,1,0,676,-0.1,-42,0
54,1,0,0,300,-0.1,-42,0
37,4,0,1,611,-0.1,-42,0
32,4,1,0,52,-0.1,-42,0
48,2,0,0,275,-0.1,-42,0
32,1,0,1,188,-0.1,-42,0
56,4,1,0,130,-0.1,-42,0
36,2,1,0,46,-0.1,-42,0
31,4,1,0,143,-0.1,-42,0
39,1,1,1,214,-0.1,-42,0
52,4,1,1,248,-0.1,-42,0
36,3,1,0,159,-0.1,-42,0
37,4,0,1,307,-0.1,-42,0
36,4,1,0,37,-0.1,-42,0
30,1,1,0,193,-0.1,-42,0
30,0,1,0,1271,-0.1,-42,1
30,1,0,0,167,-0.1,-42,0
47,1,1,1,475,-0.1,-42,0
36,1,0,1,590,-0.1,-42,0
32,3,1,1,196,-0.1,-42,0
34,2,1,0,228,-0.1,-42,0
45,1,1,0,575,-0.1,-42,0
40,1,1,1,322,-0.1,-42,0
31,1,0,0,546,-0.1,-42,0
29,3,0,1,1435,-0.1,-42,0
50,4,1,1,332,-0.1,-42,0
33,4,1,0,214,-0.1,-42,0
41,4,1,1,501,-0.1,-42,0
55,2,1,0,285,-0.1,-42,0
36,1,1,0,320,-0.1,-42,0
31,4,0,0,723,-0.1,-42,0
51,4,1,0,89,-0.1,-42,0
31,4,0,0,193,-0.1,-42,0
43,1,1,0,284,-0.1,-42,0
38,3,0,0,135,-0.1,-42,0
39,2,0,0,214,-0.1,-42,0
45,1,1,0,162,-0.1,-42,0
48,2,0,0,303,-0.1,-42,0
46,1,1,1,575,-0.1,-42,0
40,1,0,0,245,-0.1,-42,0
53,1,1,0,64,-0.1,-42,0
29,2,1,0,146,-0.1,-42,0
36,1,0,1,281,-0.1,-42,0
29,3,1,1,182,-0.1,-42,0
53,2,0,0,291,-0.1,-42,0
54,1,1,0,616,-0.1,-42,0
36,4,0,0,186,-0.1,-42,0
53,1,1,0,248,-0.1,-42,0
33,4,1,1,380,-0.1,-42,0
29,1,0,0,314,-0.1,-42,0
30,3,0,0,206,-0.1,-42,0
38,3,1,0,519,-0.1,-42,0
30,1,0,0,209,-0.1,-42,0
50,4,1,0,185,-0.1,-42,0
38,1,0,0,335,-0.1,-42,0
30,2,0,0,131,-0.1,-42,0
36,4,1,0,71,-0.1,-42,0
52,1,1,1,323,-0.1,-42,0
53,4,1,0,70,-0.1,-42,0
38,3,0,0,62,-0.1,-42,0
31,4,0,0,596,-0.1,-42,0
48,4,1,0,517,-0.1,-42,0
33,2,1,0,208,-0.1,-42,0
38,1,0,0,145,-0.1,-42,0
48,4,0,0,52,-0.1,-42,0
38,3,1,1,11,-0.1,-42,0
53,1,1,0,206,-0.1,-42,0
34,3,1,0,107,-0.1,-42,0
33,4,1,1,54,-0.1,-42,0
53,1,1,0,107,-0.1,-42,0
36,4,0,0,102,-0.1,-42,0
34,2,1,1,201,-0.1,-42,0
37,4,1,1,844,-0.1,-42,0
35,1,1,0,66,-0.1,-42,0
45,4,1,0,278,-0.1,-42,0
32,4,0,0,1311,-0.1,-42,0
38,4,1,0,255,-0.1,-42,0
30,2,1,0,599,-0.1,-42,0
38,0,1,0,339,-0.1,-42,0
31,1,0,0,558,-0.1,-42,0
36,1,1,0,800,-0.1,-42,0
29,2,0,0,854,-0.1,-42,0
53,1,1,0,635,-0.1,-42,0
29,2,1,0,72,-0.1,-42,0
49,4,1,0,14,-0.1,-42,0
30,2,1,0,274,-0.1,-42,0
39,3,1,0,291,-0.1,-42,0
36,1,1,0,82,-0.1,-42,0
47,3,1,0,97,-0.1,-42,0
34,4,1,0,130,-0.1,-42,0
33,4,1,0,88,-0.1,-42,0
41,1,1,0,132,-0.1,-42,0
33,4,0,0,36,-0.1,-42,0
41,1,1,0,348,-0.1,-42,0
39,3,0,0,161,-0.1,-42,0
45,3,0,0,77,-0.1,-42,0
29,1,0,0,143,-0.1,-42,0
49,3,0,0,80,-0.1,-42,0
35,3,0,0,366,-0.1,-42,0
31,4,1,0,298,-0.1,-42,0
53,1,0,0,64,-0.1,-42,0
33,3,1,0,51,-0.1,-42,0
42,4,1,0,75,-0.1,-42,0
53,0,1,0,65,-0.1,-42,0
39,3,1,0,69,-0.1,-42,0
31,1,0,0,37,-0.1,-42,0
37,0,1,0,632,-0.1,-42,0
30,2,1,0,48,-0.1,-42,0
31,1,1,0,57,-0.1,-42,0
48,0,1,0,164,-0.1,-42,0
44,3,0,0,48,-0.1,-42,0
34,3,1,1,42,-0.1,-42,0
37,0,0,0,171,-0.1,-42,0
31,2,1,1,91,-0.1,-42,0
30,4,0,0,78,-0.1,-42,0
37,2,0,0,518,-0.1,-42,0
43,1,0,0,73,-0.1,-42,0
31,4,0,0,105,-0.1,-42,0
30,1,0,0,340,-0.1,-42,0
36,2,1,0,379,-0.1,-42,0
47,3,0,0,114,-0.1,-42,0
37,1,0,0,667,-0.1,-42,0
51,4,0,0,286,-0.1,-42,0
42,2,1,0,77,-0.1,-42,0
29,3,1,0,125,-0.1,-42,0
52,4,0,0,21,-0.1,-42,0
52,4,1,0,104,-0.1,-42,0
53,4,1,0,186,-0.1,-42,0
53,4,0,0,136,-0.1,-42,0
37,4,1,0,145,-0.1,-42,0
29,3,0,0,179,-0.1,-42,0
46,4,1,0,466,-0.1,-42,0
45,1,0,0,834,-0.1,-42,0
52,1,1,0,26,-0.1,-42,0
32,4,0,0,459,-0.1,-42,0
46,1,1,0,113,-0.1,-42,0
39,3,1,0,997,-0.1,-42,0
44,4,0,0,284,-0.1,-42,0
36,4,0,0,281,-0.1,-42,0
40,1,0,0,107,-0.1,-42,0
55,1,0,0,209,-0.1,-42,0
58,2,1,0,125,-0.1,-42,0
38,2,1,0,149,-0.1,-42,0
40,1,0,0,308,-0.1,-42,0
44,4,0,0,191,-0.1,-42,0
40,1,0,0,373,-0.1,-42,0
33,2,1,0,100,-0.1,-42,0
42,2,0,1,66,-0.1,-42,0
56,4,0,0,392,-0.1,-42,0
58,2,0,0,477,-0.1,-42,1
33,4,0,0,291,-0.1,-42,0
32,1,1,0,276,-0.1,-42,1
47,3,0,0,93,-0.1,-42,0
56,1,0,0,86,-0.1,-42,0
37,2,0,0,68,-0.1,-42,0
58,0,0,0,142,-0.1,-42,0
31,2,0,1,49,-0.1,-42,0
30,4,0,0,251,-0.1,-42,0
35,1,0,0,137,-0.1,-42,0
32,2,1,0,120,-0.1,-42,0
44,3,1,0,25,-0.1,-42,0
31,2,1,0,220,-0.1,-42,0
36,1,0,0,174,-0.1,-42,0
35,1,0,0,370,-0.1,-42,0
34,2,1,1,116,-0.1,-42,0
40,1,1,1,74,-0.1,-42,0
55,4,1,1,68,-0.1,-42,0
34,4,1,1,125,-0.1,-42,0
45,0,1,1,254,-0.1,-42,0
46,4,0,0,358,-0.1,-42,0
29,2,1,0,670,-0.1,-42,1
32,3,0,0,68,-0.1,-42,0
36,4,0,0,428,-0.1,-42,0
32,0,0,0,366,-0.1,-42,0
43,2,0,0,81,-0.1,-42,0
53,3,1,0,322,-0.1,-42,0
31,4,0,0,46,-0.1,-42,0
31,4,1,0,140,-0.1,-42,0
34,2,0,0,732,-0.1,-42,1
29,2,1,0,408,-0.1,-42,0
46,1,0,0,125,-0.1,-42,0
31,4,0,0,68,-0.1,-42,0
47,1,1,0,76,-0.1,-42,0
42,4,0,0,110,-0.1,-42,0
31,1,1,0,415,-0.1,-42,0
31,4,0,0,166,-0.1,-42,0
46,1,0,0,486,-0.1,-42,0
32,4,1,0,245,-0.1,-42,0
36,4,0,0,228,-0.1,-42,0
30,1,1,0,114,-0.1,-42,0
31,4,1,0,463,-0.1,-42,0
32,2,0,1,329,-0.1,-42,0
48,4,0,0,364,-0.1,-42,0
32,4,1,0,199,-0.1,-42,0
30,4,1,0,145,-0.1,-42,0
56,4,1,0,110,-0.1,-42,0
30,4,0,1,52,-0.1,-42,0
30,2,1,0,34,-0.1,-42,0
52,4,0,1,232,-0.1,-42,0
41,2,1,0,530,-0.1,-42,0
32,4,1,0,505,-0.1,-42,0
34,4,1,0,140,-0.1,-42,0
46,4,1,1,884,-0.1,-42,0
45,4,0,0,301,-0.1,-42,0
53,2,1,1,319,-0.1,-42,0
45,2,0,0,71,-0.1,-42,0
31,4,0,0,157,-0.1,-42,0
53,2,0,0,405,-0.1,-42,0
29,4,1,0,93,-0.1,-42,0
36,4,1,0,42,-0.1,-42,0
44,1,1,0,39,-0.1,-42,0
36,2,1,0,231,-0.1,-42,0
36,4,1,0,107,-0.1,-42,0
34,4,1,0,30,-0.1,-42,0
48,4,1,0,90,-0.1,-42,0
53,2,0,0,531,-0.1,-42,1
30,1,0,0,106,-0.1,-42,0
38,1,0,0,166,-0.1,-42,0
29,2,1,0,114,-0.1,-42,0
30,4,0,0,85,-0.1,-42,0
32,4,1,0,59,-0.1,-42,0
30,4,0,1,180,-0.1,-42,0
40,1,1,0,628,-0.1,-42,1
43,4,0,0,1192,-0.1,-42,1
31,4,0,0,101,-0.1,-42,0
32,3,1,0,370,-0.1,-42,0
35,4,1,0,76,-0.1,-42,0
38,1,1,0,103,-0.1,-42,0
50,1,1,0,217,-0.1,-42,0
35,2,1,0,566,-0.1,-42,1
33,2,1,1,422,-0.1,-42,0
29,2,1,0,23,-0.1,-42,0
36,4,1,0,120,-0.1,-42,0
31,2,1,0,45,-0.1,-42,0
34,4,0,0,48,-0.1,-42,0
40,4,1,0,20,-0.1,-42,0
49,2,0,0,147,-0.1,-42,0
29,2,0,0,99,-0.1,-42,0
31,2,1,0,173,-0.1,-42,0
32,4,1,0,47,-0.1,-42,0
32,4,0,1,67,-0.1,-42,0
50,3,0,0,283,-0.1,-42,1
32,4,0,1,126,-0.1,-42,0
36,1,1,0,46,-0.1,-42,0
38,1,1,0,163,-0.1,-42,0
44,4,1,0,1058,-0.1,-42,0
32,4,0,0,485,-0.1,-42,0
32,4,0,0,454,-0.1,-42,1
44,4,1,0,176,-0.1,-42,0
29,4,1,0,103,-0.1,-42,0
44,4,0,0,277,-0.1,-42,0
32,4,1,1,74,-0.1,-42,0
31,4,1,0,137,-0.1,-42,0
56,4,1,0,88,-0.1,-42,0
38,1,0,0,158,-0.1,-42,0
58,3,0,0,234,-0.1,-42,0
46,0,1,0,121,-0.1,-42,0
38,4,1,0,258,-0.1,-42,0
29,2,0,0,523,-0.1,-42,0
32,2,1,0,640,-0.1,-42,0
32,2,1,0,60,-0.1,-42,0
31,4,1,0,1816,-0.1,-42,0
32,4,0,0,203,-0.1,-42,0
30,2,1,0,73,-0.1,-42,0
32,2,1,0,728,-0.1,-42,1
30,4,1,0,157,-0.1,-42,0
30,2,1,0,175,-0.1,-42,0
58,1,1,0,63,-0.1,-42,0
45,3,0,0,993,-0.1,-42,1
31,3,1,0,155,-0.1,-42,0
50,4,0,0,146,-0.1,-42,0
29,2,0,0,91,-0.1,-42,0
38,3,0,0,112,-0.1,-42,0
35,4,1,0,333,-0.1,-42,0
38,3,1,0,124,-0.1,-42,0
38,3,1,0,172,-0.1,-42,0
30,4,1,0,34,-0.1,-42,0
37,3,1,0,318,-0.1,-42,0
36,3,1,0,1040,-0.1,-42,0
29,4,0,0,103,-0.1,-42,0
33,3,1,0,8,-0.1,-42,0
32,3,1,0,88,-0.1,-42,0
